Review,Liked,CleanedText,ProcessedText,Sentiment
What happened next was pretty....off putting.,0,What happened next was prettyoff putting,happened next prettyoff putting,negative
"too bad cause I know it's family owned, I really wanted to like this place.",0,too bad cause I know its family owned I really wanted to like this place,bad cause know family owned really wanted like place,negative
Overpriced for what you are getting.,0,Overpriced for what you are getting,overpriced getting,negative
I vomited in the bathroom mid lunch.,0,I vomited in the bathroom mid lunch,vomited bathroom mid lunch,negative
"I kept looking at the time and it had soon become 35 minutes, yet still no food.",0,I kept looking at the time and it had soon become  minutes yet still no food,kept looking time soon become minute yet still food,negative
"I have been to very few places to eat that under no circumstances would I ever return to, and this tops the list.",0,I have been to very few places to eat that under no circumstances would I ever return to and this tops the list,place eat circumstance would ever return top list,negative
We started with the tuna sashimi which was brownish in color and obviously wasn't fresh.,0,We started with the tuna sashimi which was brownish in color and obviously wasnt fresh,started tuna sashimi brownish color obviously wasnt fresh,negative
Food was below average.,0,Food was below average,food average,negative
It sure does beat the nachos at the movies but I would expect a little bit more coming from a restaurant.,0,It sure does beat the nachos at the movies but I would expect a little bit more coming from a restaurant,sure beat nacho movie would expect little bit coming restaurant,negative
"All in all, Ha Long Bay was a bit of a flop.",0,All in all Ha Long Bay was a bit of a flop,ha long bay bit flop,negative
The problem I have is that they charge $11.99 for a sandwich that is no bigger than a Subway sub (which offers better and more amount of vegetables).,0,The problem I have is that they charge  for a sandwich that is no bigger than a Subway sub which offers better and more amount of vegetables,problem charge sandwich bigger subway sub offer better amount vegetable,negative
Shrimp- When I unwrapped it (I live only 1/2 a mile from Brushfire) it was literally ice cold.,0,Shrimp When I unwrapped it I live only  a mile from Brushfire it was literally ice cold,shrimp unwrapped live mile brushfire literally ice cold,negative
"It lacked flavor, seemed undercooked, and dry.",0,It lacked flavor seemed undercooked and dry,lacked flavor seemed undercooked dry,negative
It really is impressive that the place hasn't closed down.,0,It really is impressive that the place hasnt closed down,really impressive place hasnt closed,negative
I would avoid this place if you are staying in the Mirage.,0,I would avoid this place if you are staying in the Mirage,would avoid place staying mirage,negative
The refried beans that came with my meal were dried out and crusty and the food was bland.,0,The refried beans that came with my meal were dried out and crusty and the food was bland,refried bean came meal dried crusty food bland,negative
Spend your money and time some place else.,0,Spend your money and time some place else,spend money time place else,negative
A lady at the table next to us found a live green caterpillar In her salad.,0,A lady at the table next to us found a live green caterpillar In her salad,lady table next u found live green caterpillar salad,negative
the presentation of the food was awful.,0,the presentation of the food was awful,presentation food awful,negative
I can't tell you how disappointed I was.,0,I cant tell you how disappointed I was,cant tell disappointed,negative
I think food should have flavor and texture and both were lacking.,0,I think food should have flavor and texture and both were lacking,think food flavor texture lacking,negative
Appetite instantly gone.,0,Appetite instantly gone,appetite instantly gone,negative
Overall I was not impressed and would not go back.,0,Overall I was not impressed and would not go back,overall impressed would go back,negative
"The whole experience was underwhelming, and I think we'll just go to Ninja Sushi next time.",0,The whole experience was underwhelming and I think well just go to Ninja Sushi next time,whole experience underwhelming think well go ninja sushi next time,negative
"Then, as if I hadn't wasted enough of my life there, they poured salt in the wound by drawing out the time it took to bring the check.",0,Then as if I hadnt wasted enough of my life there they poured salt in the wound by drawing out the time it took to bring the check,hadnt wasted enough life poured salt wound drawing time took bring check,negative
